timestamp,cpu_usage,memory_usage,disk_read,disk_write,network_in,network_out
1788934459.176,15.4,60.7,5975.43,343.51,129.81,50.93
1788934460.181,10.8,60.9,131.34,286.56,57.71,42.78
1788934461.186,8.4,60.9,0.0,262.68,60.69,42.78
1788934462.191,8.5,60.4,354.22,461.68,35.82,22.88
1788934463.196,12.3,61.0,600.98,545.26,86.57,49.75
1788934464.203,6.8,60.9,0.0,150.97,16.88,6.95
1788934465.208,5.5,60.6,0.0,99.5,1.99,1.99
1788934466.213,5.4,60.6,0.0,99.5,1.99,2.99
1788934467.218,6.4,60.5,0.0,370.14,1.99,29.85
1788934468.223,8.3,60.7,111.44,99.5,23.88,53.73
1788934469.228,11.9,60.9,1186.04,1030.82,347.25,32.83
1788934470.233,10.3,60.9,0.0,413.92,155.22,7.96
1788934471.238,16.0,61.2,79.6,246.76,117.41,24.88
1788934472.243,13.1,61.4,43.78,6534.87,3386.83,62.68
1788934473.248,10.5,61.4,63.65,8306.97,2615.82,63.65
1788934474.253,13.5,61.6,75.62,7339.06,3362.08,42.78
1788934475.258,12.7,61.5,226.86,131.34,0.99,2.98
1788934476.261,15.0,61.8,67.84,2035.15,2.0,5.99
1788934477.266,10.2,61.6,31.84,433.82,1.99,1.99
1788934478.271,10.8,61.5,15.92,99.5,15.92,61.69
1788934479.276,10.7,61.6,27.86,1150.22,1.99,1.99
1788934480.281,10.6,61.5,27.86,10642.47,8.95,8.95
1788934481.283,7.9,61.3,39.9,159.61,20.95,2.99
1788934482.288,8.7,61.5,15.92,99.5,12.93,9.95
1788934483.293,16.0,61.3,15.92,390.04,29.85,1.99
1788934484.298,16.6,60.6,0.0,99.5,1.99,2.98
1788934485.303,7.7,60.2,15.92,99.5,1.99,2.98
1788934486.308,6.3,60.1,0.0,103.48,8.96,7.96
1788934487.313,5.3,60.0,0.0,99.5,1.99,3.98
1788934488.318,7.6,60.9,35.82,1146.23,1.99,4.97
1788934489.323,10.9,61.2,3904.33,3092.42,1.99,1.99
1788934490.328,11.0,61.4,1038.73,95.52,1.99,2.98
1788934491.329,7.0,61.3,0.0,99.96,2.0,2.0
1788934492.334,10.4,61.5,15.92,577.1,0.99,1.99
1788934493.339,9.3,61.4,0.0,99.5,2.99,2.99
1788934494.344,9.5,61.2,0.0,1257.68,1.99,37.81
1788934495.349,9.8,61.4,0.0,99.5,1.99,1.99
1788934496.354,8.6,61.0,0.0,99.5,0.99,1.99
1788934497.359,9.1,61.2,0.0,99.5,1.0,1.0
1788934498.364,7.1,60.1,0.0,103.48,2.98,3.98
1788934499.366,9.7,60.8,131.77,95.83,2.0,2.0
1788934500.371,10.0,60.7,0.0,111.37,7.95,2.98
1788934501.377,9.0,60.6,15.92,103.48,1.99,3.98
1788934502.382,5.9,60.1,0.0,99.5,0.99,1.99
1788934503.387,5.9,60.0,0.0,99.5,2.99,1.99
1788934504.392,7.0,59.9,6841.65,238.8,5.97,3.98
1788934505.397,5.7,59.7,0.0,99.5,1.0,1.0
1788934506.402,5.2,59.7,0.0,99.5,1.99,2.98
1788934507.403,4.7,59.6,83.88,99.86,1.0,2.0
1788934508.408,5.3,59.5,0.0,242.75,2.98,11.94
1788934509.413,13.0,59.5,2937.27,103.48,2.99,2.99
1788934510.418,8.0,59.5,0.0,3728.26,25.86,25.86
1788934511.424,5.6,59.4,7.96,99.5,1.99,1.99
1788934512.429,5.5,59.3,27.86,99.5,1.99,3.98
1788934513.434,4.5,59.3,0.0,99.5,1.0,1.0
1788934514.439,5.8,59.3,0.0,99.5,1.99,3.98
1788934515.444,5.3,59.4,0.0,99.5,1.99,3.98
1788934516.446,4.6,59.3,0.0,99.72,1.99,2.99
1788934517.451,4.7,59.4,19.9,103.48,4.97,2.98
1788934518.456,6.3,59.4,71.64,103.48,1.0,31.84
1788934519.461,5.0,59.4,0.0,99.5,2.99,1.99
1788934520.467,6.2,59.4,0.0,660.03,1.99,2.98
1788934521.473,5.1,59.4,0.0,99.5,1.99,1.99
1788934522.478,13.6,59.4,0.0,99.5,1.0,2.99
1788934523.483,9.1,59.3,0.0,99.5,1.0,1.0
1788934524.488,6.9,59.3,0.0,99.5,2.98,3.98
1788934525.491,5.7,59.3,0.0,95.67,1.0,1.0
1788934526.496,6.5,59.3,0.0,103.48,0.99,3.98
1788934527.501,17.3,62.6,362.18,413.92,1.99,1.99
1788934528.506,7.4,61.3,15.92,99.5,5.97,4.97
1788934529.511,13.2,62.2,3506.38,171.14,2.98,3.98
1788934530.516,13.7,61.9,1253.69,210.94,6.96,10.94
1788934531.521,12.0,61.1,3868.53,103.48,2.98,2.98
1788934532.526,15.7,61.4,3617.8,2945.19,1.99,3.98
1788934533.531,16.7,61.1,11084.34,1675.59,58.71,53.73
1788934534.531,4.8,60.9,171.98,799.89,25.0,26.0
1788934535.536,6.0,60.8,2698.43,3625.77,24.87,24.87
1788934536.541,6.1,60.8,672.62,1217.88,24.88,26.87
1788934537.546,10.5,61.2,0.0,803.96,24.87,24.87
1788934538.551,17.4,61.2,15.93,1139.05,29.87,37.84
1788934539.556,11.8,61.4,3.98,1197.98,29.85,28.85
1788934540.557,10.2,61.4,11.99,5997.48,36.96,30.97
1788934541.562,10.5,61.9,0.0,975.54,26.88,55.75
1788934542.572,7.1,60.9,15.83,1258.6,27.71,38.59
1788934543.577,10.8,61.1,55.72,823.85,30.84,29.85
1788934544.582,11.5,60.3,0.0,859.68,25.87,26.86
1788934545.588,5.1,60.6,15.91,815.27,24.86,25.85
1788934546.593,5.7,60.6,0.0,1444.73,29.85,28.85
1788934547.598,6.6,60.3,493.52,4087.46,25.87,25.87
1788934548.603,12.0,60.8,784.06,1018.89,25.87,36.82
1788934549.608,13.9,60.6,553.22,644.76,29.85,28.86
1788934550.614,15.1,60.6,95.49,958.83,81.56,45.75
1788934551.619,9.1,60.8,0.0,632.7,25.87,48.75
1788934552.624,8.2,60.6,0.0,1054.69,25.87,26.86
1788934553.629,8.5,60.4,55.72,1006.93,24.87,37.81
1788934554.634,10.3,60.4,15.92,835.8,26.87,27.86
1788934555.639,17.9,60.7,163.12,839.45,90.51,40.78
1788934556.644,8.8,60.7,1186.02,855.68,104.47,64.67
1788934557.649,7.7,60.6,0.0,847.74,26.87,24.88
1788934558.654,7.0,60.5,35.82,696.5,24.87,25.87
1788934559.66,6.7,60.4,127.27,1193.18,26.85,27.84
1788934560.665,10.4,60.5,143.28,831.82,33.83,28.85
1788934561.67,12.1,60.3,0.0,835.8,32.83,25.87
1788934562.675,15.6,61.6,91.54,1046.74,100.49,40.79
1788934563.68,12.9,61.4,131.34,1193.99,96.51,67.66
1788934564.685,10.7,61.3,95.52,752.22,57.71,28.86
1788934565.69,14.6,62.0,99.5,1285.53,25.87,56.71
1788934566.695,15.6,61.7,163.18,3633.73,28.85,83.58
1788934567.701,11.2,61.2,63.65,918.92,24.86,24.86
1788934568.707,8.3,62.3,23.85,3065.31,24.85,25.84
1788934569.709,11.9,61.2,398.96,2565.33,24.94,24.94
1788934570.714,8.2,61.3,7482.47,5862.59,25.87,26.87
1788934571.72,17.1,56.2,1926.31,1241.76,28.85,39.8
1788934572.725,14.9,56.2,3582.01,612.92,21.89,31.84
1788934573.73,17.3,55.8,664.66,1842.73,20.89,22.88
1788934574.735,7.0,56.2,1428.82,867.64,26.86,33.83
1788934575.74,17.8,52.2,2969.07,4955.08,24.87,26.86
1788934576.745,12.7,52.6,17508.28,171.1,20.89,22.88
1788934577.75,22.9,53.8,11744.78,1134.28,20.89,20.89
1788934578.755,32.9,56.5,57255.64,1699.09,167.12,58.69
1788934579.76,68.4,60.2,15343.83,6124.0,48.75,28.85
1788934580.765,43.5,60.7,13830.58,1293.51,35.82,26.87
1788934581.77,49.5,61.7,26243.62,2475.51,159.2,52.73
1788934582.779,13.7,61.2,1396.14,2471.0,202.28,80.32
1788934583.784,11.4,61.0,13583.57,222.88,139.3,311.43
1788934584.789,14.2,60.6,234.82,1158.19,44.78,36.82
1788934585.794,18.7,61.6,2933.24,3713.32,122.38,78.6
1788934586.799,9.2,60.8,107.46,358.2,89.55,44.77
1788934587.804,21.5,60.4,17937.94,1393.01,90.55,80.6
1788934588.809,10.9,61.0,9846.47,195.02,29.85,30.84
1788934589.814,13.5,60.8,0.0,99.5,23.88,82.59
1788934590.816,15.3,58.2,2276.18,786.68,72.88,55.91
1788934591.821,10.6,57.2,1341.04,111.42,20.89,25.87
1788934592.826,11.9,57.6,497.38,99.48,21.88,22.88
1788934593.832,8.7,57.1,47.75,596.86,26.86,29.84
1788934594.837,15.2,55.2,807.78,2276.1,24.87,26.86
1788934595.86,24.2,55.6,67330.64,3331.34,26.39,30.3
1788934596.865,43.6,57.7,130825.23,4206.05,33.82,23.88
1788934597.87,52.1,59.0,24735.47,6947.9,23.88,40.79
1788934598.875,39.2,57.9,4611.82,521.27,0.99,6.96
1788934599.881,5.1,56.9,545.18,99.48,0.0,0.99
1788934600.886,7.3,56.9,71.63,7409.67,0.0,2.98
1788934601.891,5.8,57.1,1663.42,210.91,0.0,0.0
1788934602.896,5.8,56.8,0.0,374.07,0.0,2.98
1788934603.901,4.4,56.7,0.0,103.47,0.0,0.0
1788934604.906,6.2,57.0,202.96,147.24,0.0,0.99
1788934605.911,4.3,56.7,27.86,167.14,0.99,0.99
1788934606.917,4.9,56.9,7.95,99.4,0.0,0.99
1788934607.921,3.3,56.7,765.28,107.62,0.0,0.0
1788934608.926,3.9,56.8,409.9,99.49,0.0,1.99
1788934609.931,5.8,56.8,3287.21,1384.93,4.97,1.99
1788934610.936,5.0,56.7,95.51,107.45,38.8,2.98
1788934611.941,5.4,56.7,47.76,99.49,58.7,1.99
1788934612.947,7.8,56.8,6912.82,99.49,63.68,3.98
1788934613.952,4.5,56.7,0.0,99.49,37.81,1.99
1788934614.957,3.4,56.6,0.0,99.49,90.54,3.98
1788934615.962,2.6,56.7,0.0,135.23,112.36,3.98
1788934616.967,3.0,56.6,0.0,99.5,105.47,5.97
1788934617.972,3.1,56.6,0.0,103.48,55.72,1.99
1788934618.978,3.1,56.6,0.0,99.5,27.86,1.99
1788934619.983,3.1,56.6,0.0,99.5,107.46,3.98
1788934620.988,3.4,56.7,0.0,99.5,69.65,3.98
1788934621.993,3.1,56.7,0.0,103.48,47.76,1.99
1788934622.993,2.3,56.7,4.0,143.94,38.98,3.0
1788934623.998,2.4,56.6,0.0,99.5,84.57,3.98
1788934625.003,2.9,56.5,0.0,99.5,63.68,3.98
1788934626.008,3.7,56.7,0.0,99.5,52.73,1.99
1788934627.013,3.3,56.6,0.0,99.5,42.78,2.98
1788934628.018,3.6,56.6,0.0,354.22,39.8,1.99
1788934629.023,3.2,56.5,0.0,99.5,14.92,10.94
1788934630.028,2.9,56.5,0.0,99.5,41.79,1.99
1788934631.031,4.5,56.6,0.0,3719.39,68.84,22.95
1788934632.036,2.5,56.6,11.94,99.5,12.93,0.99
1788934633.041,2.8,56.5,0.0,99.5,41.79,2.98
1788934634.046,3.6,56.3,0.0,99.5,81.59,1.99
1788934635.051,3.2,56.3,0.0,99.5,73.63,2.98
1788934636.056,3.5,56.4,0.0,103.47,84.57,2.98
1788934637.061,2.9,56.4,0.0,99.5,71.64,2.98
1788934638.066,2.7,56.2,0.0,99.5,23.88,0.99
1788934639.08,2.3,56.3,0.0,94.63,71.96,2.96
1788934640.086,2.4,56.1,0.0,99.5,31.84,0.99
1788934641.091,3.3,56.4,31.84,99.5,61.69,2.98
1788934642.096,3.3,56.4,0.0,99.5,57.71,1.99
1788934643.101,3.0,56.3,0.0,99.5,40.79,1.99
1788934644.106,14.6,56.3,0.0,99.5,58.71,1.99
1788934645.111,3.4,56.2,0.0,99.5,75.62,2.99
1788934646.116,2.7,56.3,3.98,99.5,28.85,0.99
1788934647.118,1.8,56.3,0.0,95.77,64.84,2.0
1788934648.123,2.8,56.3,0.0,99.5,82.58,3.98
1788934649.128,3.5,56.2,0.0,99.5,121.39,3.98
1788934650.133,3.1,56.2,0.0,99.49,86.55,3.98
1788934651.138,3.1,56.3,0.0,99.5,67.66,1.99
1788934652.143,3.2,56.3,0.0,103.48,131.34,3.98
1788934653.148,3.5,56.3,0.0,99.5,80.6,2.99
1788934654.153,10.6,57.1,513.42,620.88,87.56,5.97
1788934655.154,9.1,57.8,383.84,2343.05,60.98,9.0
1788934656.159,5.7,57.0,15.92,99.48,64.66,1.99
1788934657.164,5.3,57.1,0.0,99.48,78.59,2.98
1788934658.169,5.3,56.9,15.92,99.5,55.72,1.99
1788934659.174,6.3,57.1,31.84,449.74,80.6,5.97
1788934660.179,10.2,56.9,15.92,3196.49,49.76,3.98
1788934661.184,9.2,56.9,0.0,2017.85,51.74,0.99
1788934662.19,6.9,56.7,0.0,99.46,13.92,0.99
1788934663.195,3.9,56.7,63.65,111.39,33.81,17.9
1788934664.2,7.0,56.8,27.86,230.84,88.56,28.86
1788934665.206,9.3,56.9,19.89,99.43,76.56,5.97
1788934666.21,15.0,57.4,6040.56,3042.18,257.83,35.84
1788934667.216,17.3,57.5,9276.95,358.18,192.03,42.78
1788934668.221,8.4,57.4,409.94,947.23,40.79,1.99
1788934669.226,4.9,57.1,0.0,127.36,44.78,1.0
1788934670.231,8.0,57.1,0.0,99.5,31.84,1.99
1788934671.233,6.1,57.6,111.74,95.78,58.86,2.0
1788934672.239,14.1,57.7,417.56,1507.19,113.34,35.79
1788934673.245,5.4,56.9,0.0,401.69,61.65,2.98
1788934674.25,3.4,56.7,0.0,99.5,19.9,1.0
1788934675.255,6.7,56.6,0.0,99.47,52.72,2.98
1788934676.26,10.1,56.5,159.19,3546.07,77.61,2.98
1788934677.265,8.4,56.6,0.0,103.48,95.52,3.98
1788934678.27,3.0,56.5,0.0,103.47,89.55,14.92
1788934679.273,2.0,56.4,0.0,95.75,86.77,2.99
1788934680.278,2.8,56.4,0.0,99.5,10.95,1.0
1788934681.283,3.3,56.5,0.0,107.46,30.84,0.99
1788934682.288,3.3,56.4,15.92,99.5,62.68,2.98
1788934683.293,3.4,56.4,0.0,99.45,104.43,2.98
1788934684.298,3.1,56.1,0.0,99.5,45.77,1.99
1788934685.303,5.7,56.4,11.94,354.22,39.8,1.99
1788934686.312,2.4,56.3,0.0,95.19,69.41,1.98
1788934687.317,2.2,56.4,0.0,222.75,79.55,3.98
1788934688.323,2.4,56.3,0.0,1129.69,16.91,0.0
1788934689.328,3.4,56.3,0.0,1432.53,110.42,4.97
1788934690.334,5.0,56.5,0.0,6585.34,84.55,3.98
1788934691.339,4.1,57.1,31.84,99.5,88.56,23.88
1788934692.344,3.3,56.7,0.0,99.5,61.69,1.99
1788934693.349,3.1,56.5,0.0,210.94,77.61,2.99
1788934694.352,2.5,56.4,0.0,99.71,103.7,3.99
1788934695.357,2.5,56.5,47.76,95.52,67.66,2.98
1788934696.362,3.2,56.5,0.0,103.47,75.61,2.98
1788934697.367,2.7,56.5,0.0,99.46,51.72,1.99
1788934698.372,3.3,56.2,0.0,99.49,78.6,2.98
1788934699.378,3.1,56.3,0.0,99.46,102.45,2.98
1788934700.383,3.7,56.4,0.0,99.5,87.56,3.98
1788934701.388,3.3,56.3,0.0,107.46,68.66,2.99
1788934702.391,2.3,56.3,0.0,95.65,61.78,1.99
1788934703.397,1.8,56.3,0.0,99.47,30.84,1.99
1788934704.402,5.9,56.2,31.84,99.49,78.6,2.98
1788934705.407,3.3,56.4,0.0,99.49,90.53,3.98
1788934706.412,3.3,56.4,0.0,99.48,73.62,2.98
1788934707.417,5.4,56.9,0.0,99.48,80.58,3.98
1788934708.422,12.0,56.6,43.78,489.54,70.65,5.97
1788934709.427,11.7,57.0,1002.95,4373.97,99.5,5.97
1788934710.433,7.4,56.8,465.22,99.41,91.45,3.98
1788934711.439,3.1,56.8,0.0,99.41,129.23,3.98
1788934712.445,4.4,56.8,15.92,425.75,151.2,4.97
1788934713.45,8.9,56.5,0.0,103.48,85.57,3.98
1788934714.456,4.7,56.4,0.0,99.38,201.75,4.97
1788934715.461,4.2,56.5,15.91,2924.21,117.37,3.98
1788934716.467,3.2,56.5,0.0,99.45,89.5,3.98
1788934717.472,3.3,56.2,0.0,99.5,72.64,2.99
1788934718.476,2.5,56.3,0.0,95.6,108.55,23.9
1788934719.481,2.3,56.3,0.0,99.47,59.68,1.99
1788934720.486,4.9,56.5,7.96,6109.37,117.41,3.98
1788934721.491,3.2,56.5,0.0,99.5,165.16,5.97
1788934722.496,3.2,56.2,0.0,99.5,143.28,3.98
1788934723.502,12.5,56.9,59.69,477.53,89.54,6.96
1788934724.507,7.3,56.4,0.0,99.5,28.85,0.99
1788934725.512,8.3,56.5,0.0,2921.32,74.63,2.99
1788934726.517,5.3,56.5,0.0,103.48,37.81,1.0
1788934727.52,7.0,57.8,0.0,111.68,60.83,4.99
1788934728.525,10.7,57.7,0.0,1400.1,75.57,5.97
1788934729.53,8.2,57.7,0.0,103.47,82.58,6.96
1788934730.537,8.4,57.6,3.97,111.29,61.6,2.98
1788934731.543,5.4,57.4,3.97,99.33,69.53,13.91
1788934732.549,4.8,57.1,0.0,99.49,13.93,0.99
1788934733.554,5.4,57.0,310.44,103.48,71.64,2.99
1788934734.559,3.8,56.9,0.0,99.41,55.67,1.99
1788934735.564,3.4,56.9,0.0,2913.43,7.96,11.94
1788934736.57,5.3,56.8,0.0,99.49,28.85,0.99
1788934737.575,4.3,56.8,0.0,99.46,65.64,1.99
1788934738.58,4.1,56.9,0.0,99.49,77.61,2.98
1788934739.585,9.6,57.5,0.0,99.49,166.15,16.91
1788934740.591,13.2,58.0,95.43,99.41,173.97,95.43
1788934741.596,9.6,57.5,0.0,103.47,63.67,34.82
1788934742.601,10.0,57.6,0.0,95.52,69.65,4.98
1788934743.602,11.6,58.0,0.0,99.89,153.83,23.97
1788934744.609,13.0,58.1,15.9,99.39,95.42,4.97
1788934745.615,12.1,58.1,0.0,99.34,108.28,13.91
1788934746.621,12.4,57.8,0.0,99.4,95.43,36.78
1788934747.626,8.2,57.9,0.0,99.48,95.5,53.72
1788934748.632,7.7,57.5,47.76,1544.24,68.65,26.86
1788934749.637,8.6,57.8,7.96,99.5,108.46,40.8
1788934750.642,16.5,57.4,0.0,6092.85,81.58,25.87
1788934751.647,7.3,57.2,0.0,1125.72,83.53,2.98
1788934752.652,6.9,57.3,0.0,99.49,162.17,4.97
1788934753.659,8.7,57.5,11.92,365.51,147.99,5.96
1788934754.664,6.3,57.1,0.0,99.48,72.62,2.98
1788934755.669,5.9,56.8,0.0,99.5,30.84,1.99
1788934756.676,9.5,57.5,0.0,103.32,87.42,22.85
1788934757.681,8.1,57.6,0.0,879.5,49.75,10.94
1788934758.686,8.1,57.3,0.0,99.5,89.55,3.98
1788934759.692,7.4,57.2,0.0,728.0,54.7,1.99
1788934760.697,8.0,57.4,0.0,99.5,95.52,3.98
1788934761.702,11.0,57.6,0.0,99.5,84.57,2.98
1788934762.707,6.5,57.5,0.0,99.5,62.68,2.98
1788934763.712,7.3,57.4,0.0,99.44,57.67,1.99
1788934764.718,5.8,57.5,15.92,270.57,56.7,7.96
1788934765.723,6.5,57.5,11.94,99.49,113.42,4.97
1788934766.728,6.2,57.5,0.0,99.5,80.6,2.99
1788934767.728,3.8,57.4,0.0,95.96,109.95,6.0
1788934768.733,5.1,57.3,0.0,99.5,79.6,2.98
1788934769.738,5.9,57.3,0.0,99.5,70.64,2.98
1788934770.743,11.6,58.6,0.0,111.44,92.54,14.93
1788934771.748,7.2,58.4,0.0,107.46,97.51,11.94
1788934772.753,5.4,57.7,7.96,99.5,74.62,3.98
1788934773.758,4.5,57.6,3.98,99.5,132.34,24.88
1788934774.764,3.4,57.4,31.81,95.43,65.61,1.99
1788934775.77,6.8,57.0,0.0,99.49,69.64,6.96
1788934776.775,4.9,57.0,15.92,99.5,84.58,8.96
1788934777.78,4.5,57.0,0.0,99.49,44.77,0.99
1788934778.785,3.5,57.0,0.0,222.88,13.93,1.0
1788934779.79,4.5,57.0,0.0,163.17,52.73,13.93
1788934780.795,8.3,57.0,0.0,5022.78,37.81,1.99
1788934781.8,6.2,57.5,0.0,99.46,70.62,1.99
1788934782.805,11.0,57.8,0.0,99.5,77.61,19.9
1788934783.811,6.7,57.7,0.0,95.48,64.65,1.99
1788934784.816,6.6,57.6,0.0,99.5,55.72,2.99
1788934785.821,8.2,57.7,11.94,171.14,79.6,11.94
1788934786.826,9.9,57.6,31.84,103.48,13.93,7.96
1788934787.831,7.9,57.6,0.0,111.43,50.74,3.98
1788934788.836,10.0,57.7,7.96,107.46,78.6,10.94
1788934789.841,5.4,57.4,0.0,111.39,85.53,4.97
1788934790.846,6.0,57.4,0.0,99.5,129.35,5.97
1788934791.852,4.1,57.1,0.0,95.43,118.3,3.98
1788934792.857,6.1,57.0,0.0,306.46,70.64,4.97
1788934793.863,6.4,57.4,0.0,99.5,118.4,3.98
1788934794.868,5.4,57.4,0.0,99.5,113.43,3.98
1788934795.873,6.0,57.5,0.0,99.5,75.62,2.98
1788934796.878,3.9,57.4,0.0,99.49,58.7,4.97
1788934797.883,4.3,57.4,0.0,99.5,80.59,2.98
1788934798.888,3.7,57.4,0.0,99.45,25.86,0.99
1788934799.894,2.9,57.5,0.0,95.46,105.41,3.98
1788934800.899,5.2,57.3,0.0,99.5,68.65,2.98
1788934801.904,4.5,57.3,0.0,103.48,61.69,2.98
1788934802.909,4.9,57.3,91.54,139.3,154.23,3.98
1788934803.914,4.7,57.3,3.98,99.5,133.32,14.92
1788934804.919,4.1,57.4,3.98,1197.9,99.49,2.98
1788934805.924,7.7,57.6,0.0,226.86,271.64,7.96
1788934806.928,12.4,58.2,15.94,107.62,136.52,48.83
1788934807.933,8.2,58.0,3.98,107.41,130.29,5.97
1788934808.938,8.9,57.9,19.9,99.5,106.46,4.97
1788934809.939,11.9,57.9,0.0,223.77,124.87,4.0
1788934810.944,14.8,58.4,0.0,5118.05,111.43,24.87
1788934811.949,12.7,58.4,31.84,175.12,89.55,12.93
1788934812.953,5.4,58.1,27.91,99.67,132.56,59.8
1788934813.958,4.3,57.5,0.0,99.5,63.68,1.99
1788934814.961,3.6,57.3,0.0,99.65,114.59,3.99
1788934815.968,2.9,57.5,0.0,99.29,97.3,3.97
1788934816.972,4.2,57.4,0.0,881.14,32.89,1.0
1788934817.977,19.3,58.5,664.65,644.75,67.66,2.98
1788934818.978,22.6,58.3,231.73,1278.51,115.86,4.0
1788934819.981,21.8,58.0,7.98,546.46,89.75,2.99
1788934820.986,18.9,57.8,306.54,704.64,62.7,1.99
1788934821.987,8.5,57.6,299.45,439.2,46.91,2.0
1788934822.988,7.0,57.4,0.0,99.91,87.92,3.0
1788934823.993,6.1,57.4,0.0,99.49,60.69,1.99
1788934824.994,7.0,57.2,0.0,99.91,15.99,1.0
1788934825.997,5.4,57.3,0.0,107.68,32.9,1.99
1788934827.001,8.7,57.7,0.0,1310.56,91.62,3.98
1788934828.002,8.4,57.6,23.98,115.93,149.9,10.99
1788934829.007,7.1,57.3,0.0,99.49,64.67,1.99
1788934830.012,7.1,57.4,0.0,99.5,66.66,2.98
1788934831.018,8.6,57.4,222.66,962.22,65.61,10.93
1788934832.023,6.1,57.2,0.0,103.48,116.41,3.98
1788934833.028,6.9,57.1,0.0,99.58,35.85,1.99
1788934834.033,7.5,57.2,0.0,99.5,47.76,1.99
1788934835.038,7.0,57.3,0.0,99.5,107.45,2.98
1788934836.043,6.9,57.2,0.0,238.78,79.59,2.98
1788934837.048,7.6,57.3,0.0,99.49,67.66,2.98
1788934838.053,13.2,57.3,0.0,278.59,48.75,10.94
1788934839.058,14.6,57.3,0.0,95.51,52.73,1.99
1788934840.063,7.2,57.3,0.0,99.5,111.44,3.98
1788934841.066,8.9,57.3,0.0,6278.0,135.61,4.99
1788934842.07,7.2,57.3,0.0,99.63,181.32,10.96
1788934843.074,7.9,57.3,3.98,99.53,148.3,55.74
1788934844.08,9.3,57.3,0.0,99.49,79.6,2.98
1788934845.081,7.0,57.3,0.0,99.82,83.85,2.99
1788934846.086,7.3,57.3,0.0,103.48,78.6,2.98
1788934847.092,6.9,57.5,0.0,95.46,96.45,2.98
1788934848.097,9.2,57.5,0.0,1142.21,56.71,1.99
1788934849.102,22.7,57.4,19.91,509.77,93.59,3.98
1788934850.107,8.0,57.3,0.0,111.43,99.49,3.98
1788934851.11,8.5,57.5,11.96,366.86,239.26,7.98
1788934852.114,14.0,57.9,3.98,685.05,289.75,9.96
1788934853.119,12.5,58.5,47.76,214.91,65.67,8.95
1788934854.121,12.0,58.7,0.0,1755.84,109.74,36.91
1788934855.127,4.6,58.2,11.94,95.51,133.32,4.97
1788934856.132,5.1,58.0,0.0,99.5,108.45,3.98
1788934857.137,3.4,57.6,0.0,99.49,96.51,3.98
1788934858.142,3.4,57.4,0.0,99.5,30.84,0.99
1788934859.146,4.5,57.4,0.0,119.52,101.59,8.96
1788934860.149,4.5,57.6,0.0,900.92,146.5,4.98
1788934861.154,5.1,57.6,0.0,103.47,143.27,3.98
1788934862.165,4.7,57.6,51.47,95.02,72.26,2.97
1788934863.17,4.4,57.8,0.0,99.5,93.53,2.98
1788934864.175,6.2,58.1,35.82,103.48,86.56,2.98
1788934865.176,4.8,57.7,0.0,99.85,60.91,2.0
1788934866.181,5.0,57.7,644.73,2917.19,130.34,3.98
1788934867.185,11.1,57.9,103.57,143.41,181.26,8.96
1788934868.19,6.5,57.3,207.04,2998.04,117.45,3.98
1788934869.195,9.2,57.2,171.14,202.98,0.0,0.0
1788934870.205,5.0,57.0,7.92,1595.79,0.0,0.0
1788934871.21,8.5,57.1,123.37,2825.67,20.89,20.89
1788934872.215,10.4,57.7,7.96,115.41,3.98,20.89
1788934873.221,11.2,57.6,585.02,179.09,0.0,0.0
1788934874.226,22.7,58.4,2085.4,851.67,0.0,0.0
1788934875.231,29.0,59.3,3195.87,1420.83,136.31,38.8
1788934876.236,69.3,61.7,1225.74,8142.41,58.7,14.92
1788934877.241,43.2,61.7,7597.71,4063.52,7.96,1.99
1788934878.244,37.1,61.9,30770.58,925.07,145.54,94.7
1788934879.249,16.7,61.6,155.22,3347.16,270.64,100.49
1788934880.252,8.2,61.2,175.51,127.64,26.92,193.46
1788934881.253,21.0,61.9,2896.9,1210.7,97.9,55.94
1788934882.258,25.3,61.5,22438.3,1369.06,52.73,40.79
1788934883.26,19.3,61.4,311.48,626.96,192.68,166.72
1788934884.265,13.2,61.5,91.54,99.5,43.78,20.89
1788934885.27,9.1,61.1,1687.48,103.48,6.96,26.86
1788934886.275,7.2,61.1,2678.15,2773.65,3.98,14.92
1788934887.28,10.0,61.0,0.0,107.45,3.98,8.95
1788934888.285,12.6,61.7,143.27,971.06,3.98,11.94
1788934889.289,12.2,61.4,1426.26,207.17,16.93,14.94
1788934890.293,15.6,61.7,7023.05,223.21,2.99,9.96
1788934891.297,9.9,61.4,621.22,103.54,1.99,1.99
1788934892.301,16.6,58.5,2258.22,1210.76,2.99,8.96
1788934893.304,11.9,58.0,1603.91,167.57,9.97,10.97
1788934894.309,12.3,58.1,612.63,107.41,1.99,9.95
1788934895.315,16.1,55.7,1042.47,2033.21,9.95,11.94
1788934896.32,15.9,56.1,18147.87,2864.83,53.72,1.99
1788934897.323,23.8,56.7,10996.6,1021.46,31.92,5.99
1788934898.328,34.4,58.8,21487.56,1074.38,153.2,36.81
1788934899.328,73.9,60.6,19415.28,5125.7,13.99,8.0
1788934900.332,45.6,61.2,8444.22,28960.71,58.81,21.93
1788934901.337,33.7,61.9,8898.67,1280.9,164.09,92.49
1788934902.342,13.7,61.5,55.71,2180.6,232.78,56.7
1788934903.348,8.9,61.4,63.67,242.73,48.74,246.71
1788934904.353,8.6,61.5,11.94,99.49,44.77,9.95
1788934905.358,22.0,61.7,10205.97,1253.85,162.2,115.43
